Date,Time_24hr,Lat,Lon,Alt,Rel_Alt
10/19/2016,14:21:31,33.4661176,-88.7599090,291.470,213.019,
10/19/2016,14:21:31,33.4662034,-88.7598966,291.500,213.049,
10/19/2016,14:21:32,33.4663064,-88.7598847,291.360,212.909,
10/19/2016,14:21:32,33.4663925,-88.7598770,291.230,212.780,
10/19/2016,14:21:33,33.4664969,-88.7598715,291.090,212.640,
10/19/2016,14:21:34,33.4666014,-88.7598700,291.230,212.780,
10/19/2016,14:21:34,33.4666874,-88.7598725,291.250,212.799,
10/19/2016,14:21:35,33.4667919,-88.7598805,291.330,212.879,
10/19/2016,14:21:36,33.4668792,-88.7598914,291.440,212.989,
10/19/2016,14:21:37,33.4669836,-88.7599081,291.490,213.040,
10/19/2016,14:21:37,33.4671066,-88.7599323,291.500,213.049,
10/19/2016,14:21:37,33.4672282,-88.7599614,291.620,213.170,
10/19/2016,14:21:38,33.4673672,-88.7600006,291.970,213.519,
10/19/2016,14:21:39,33.4675052,-88.7600431,292.270,213.819,
10/19/2016,14:21:40,33.4676426,-88.7600906,292.080,213.629,
10/19/2016,14:21:40,33.4677811,-88.7601476,292.150,213.700,
10/19/2016,14:21:41,33.4678991,-88.7602081,292.210,213.760,
10/19/2016,14:21:42,33.4680121,-88.7602803,292.310,213.860,
10/19/2016,14:21:42,33.4681040,-88.7603495,292.530,214.080,
10/19/2016,14:21:43,33.4682070,-88.7604372,293.070,214.620,
10/19/2016,14:21:44,33.4682903,-88.7605146,293.370,214.920,
10/19/2016,14:21:44,33.4683851,-88.7606068,293.780,215.330,
10/19/2016,14:21:45,33.4684671,-88.7606911,294.510,216.060,
10/19/2016,14:21:45,33.4685497,-88.7607815,295.930,217.480,
10/19/2016,14:21:46,33.4686183,-88.7608607,297.490,219.040,
10/19/2016,14:21:47,33.4686864,-88.7609435,299.350,220.900,
10/19/2016,14:21:48,33.4687664,-88.7610467,301.980,223.530,
10/19/2016,14:21:48,33.4688310,-88.7611350,304.350,225.900,
10/19/2016,14:21:48,33.4688933,-88.7612260,306.880,228.430,
10/19/2016,14:21:49,33.4689523,-88.7613202,309.450,231.000,
10/19/2016,14:21:50,33.4690063,-88.7614162,312.230,233.780,
10/19/2016,14:21:51,33.4691117,-88.7616274,318.110,239.659,
10/19/2016,14:21:52,33.4691537,-88.7617183,320.800,242.349,
10/19/2016,14:21:52,33.4692009,-88.7618245,323.450,245.000,
10/19/2016,14:21:52,33.4692522,-88.7619433,325.760,247.310,
10/19/2016,14:21:53,33.4693017,-88.7620628,326.950,248.500,
10/19/2016,14:21:54,33.4693542,-88.7622019,327.750,249.299,
10/19/2016,14:21:54,33.4693977,-88.7623449,328.220,249.769,
10/19/2016,14:21:55,33.4694279,-88.7624702,328.230,249.780,
10/19/2016,14:21:56,33.4694513,-88.7625965,328.090,249.640,
10/19/2016,14:21:56,33.4694687,-88.7627215,327.900,249.450,
10/19/2016,14:21:57,33.4694801,-88.7628274,327.890,249.439,
10/19/2016,14:21:58,33.4694890,-88.7629320,327.760,249.310,
10/19/2016,14:21:59,33.4694949,-88.7630384,327.540,249.090,
10/19/2016,14:21:59,33.4695000,-88.7631269,327.000,248.549,
10/19/2016,14:22:00,33.4695079,-88.7632354,326.230,247.780,
10/19/2016,14:22:00,33.4695171,-88.7633462,325.760,247.310,
10/19/2016,14:22:01,33.4695232,-88.7634573,325.620,247.170,
10/19/2016,14:22:01,33.4695242,-88.7635682,325.740,247.290,
10/19/2016,14:22:02,33.4695189,-88.7636741,325.970,247.519,
10/19/2016,14:22:03,33.4695085,-88.7637765,326.140,247.689,
10/19/2016,14:22:04,33.4694950,-88.7638750,326.350,247.900,
10/19/2016,14:22:04,33.4694788,-88.7639717,326.660,248.209,
10/19/2016,14:22:05,33.4694613,-88.7640652,326.660,248.209,
10/19/2016,14:22:06,33.4694422,-88.7641592,326.460,248.010,
10/19/2016,14:22:06,33.4694203,-88.7642548,326.410,247.959,
10/19/2016,14:22:07,33.4693966,-88.7643511,326.140,247.689,
10/19/2016,14:22:07,33.4693677,-88.7644649,326.180,247.730,
10/19/2016,14:22:08,33.4693360,-88.7645768,326.680,248.230,
10/19/2016,14:22:08,33.4693093,-88.7646706,327.070,248.620,
10/19/2016,14:22:09,33.4692792,-88.7647784,326.980,248.530,
10/19/2016,14:22:09,33.4692509,-88.7648707,326.710,248.260,
10/19/2016,14:22:10,33.4692121,-88.7649762,326.120,247.670,
10/19/2016,14:22:11,33.4691736,-88.7650648,325.830,247.379,
10/19/2016,14:22:11,33.4691327,-88.7651493,325.670,247.220,
10/19/2016,14:22:12,33.4690836,-88.7652431,325.530,247.080,
10/19/2016,14:22:12,33.4690397,-88.7653200,325.360,246.909,
10/19/2016,14:22:13,33.4689944,-88.7653945,325.080,246.629,
10/19/2016,14:22:14,33.4689480,-88.7654680,324.820,246.370,
10/19/2016,14:22:14,33.4689084,-88.7655268,324.800,246.349,
10/19/2016,14:22:15,33.4688605,-88.7655956,324.800,246.349,
10/19/2016,14:22:16,33.4688138,-88.7656617,324.670,246.220,
10/19/2016,14:22:16,33.4687735,-88.7657152,324.530,246.080,
10/19/2016,14:22:17,33.4687233,-88.7657762,324.520,246.069,
10/19/2016,14:22:17,33.4686811,-88.7658257,324.440,245.989,
10/19/2016,14:22:18,33.4686301,-88.7658845,324.090,245.640,
10/19/2016,14:22:18,33.4685779,-88.7659436,323.660,245.209,
10/19/2016,14:22:19,33.4685318,-88.7659919,323.040,244.590,
10/19/2016,14:22:20,33.4684757,-88.7660492,322.580,244.129,
10/19/2016,14:22:20,33.4684289,-88.7660956,322.460,244.010,
10/19/2016,14:22:21,33.4683738,-88.7661510,322.310,243.860,
10/19/2016,14:22:21,33.4683182,-88.7662061,322.090,243.640,
10/19/2016,14:22:22,33.4682704,-88.7662513,321.730,243.280,
10/19/2016,14:22:22,33.4682113,-88.7663045,321.520,243.069,
10/19/2016,14:22:23,33.4681607,-88.7663475,321.390,242.939,
10/19/2016,14:22:23,33.4680974,-88.7663961,321.140,242.689,
10/19/2016,14:22:24,33.4680330,-88.7664426,321.050,242.599,
10/19/2016,14:22:25,33.4679779,-88.7664794,320.810,242.360,
10/19/2016,14:22:25,33.4679089,-88.7665189,320.690,242.239,
10/19/2016,14:22:26,33.4678491,-88.7665493,320.620,242.170,
10/19/2016,14:22:26,33.4677757,-88.7665828,320.790,242.340,
10/19/2016,14:22:27,33.4677020,-88.7666140,321.470,243.019,
10/19/2016,14:22:27,33.4676415,-88.7666384,322.470,244.019,
10/19/2016,14:22:28,33.4675735,-88.7666659,324.010,245.560,
10/19/2016,14:22:28,33.4675094,-88.7666929,325.360,246.909,
10/19/2016,14:22:29,33.4674468,-88.7667191,326.170,247.720,
10/19/2016,14:22:29,33.4673828,-88.7667442,326.590,248.140,
10/19/2016,14:22:30,33.4673175,-88.7667676,326.230,247.780,
10/19/2016,14:22:31,33.4672624,-88.7667865,325.920,247.470,
10/19/2016,14:22:31,33.4671945,-88.7668079,325.550,247.099,
10/19/2016,14:22:32,33.4671261,-88.7668278,325.550,247.099,
10/19/2016,14:22:33,33.4670695,-88.7668426,325.910,247.459,
10/19/2016,14:22:33,33.4670016,-88.7668572,326.350,247.900,
10/19/2016,14:22:34,33.4669463,-88.7668656,326.820,248.370,
10/19/2016,14:22:34,33.4668812,-88.7668741,327.020,248.569,
10/19/2016,14:22:35,33.4668165,-88.7668832,327.640,249.189,
10/19/2016,14:22:35,33.4667632,-88.7668901,327.780,249.330,
10/19/2016,14:22:36,33.4667105,-88.7668968,327.860,249.409,
10/19/2016,14:22:36,33.4666591,-88.7669025,328.130,249.680,
10/19/2016,14:22:37,33.4666089,-88.7669057,328.280,249.830,
10/19/2016,14:22:38,33.4665596,-88.7669070,328.200,249.750,
10/19/2016,14:22:38,33.4665105,-88.7669071,327.760,249.310,
10/19/2016,14:22:39,33.4664603,-88.7669052,327.280,248.830,
10/19/2016,14:22:39,33.4664097,-88.7669021,326.640,248.189,
10/19/2016,14:22:40,33.4663382,-88.7668968,325.790,247.340,
10/19/2016,14:22:40,33.4662766,-88.7668910,325.290,246.840,
10/19/2016,14:22:41,33.4662162,-88.7668839,324.840,246.390,
10/19/2016,14:22:41,33.4661472,-88.7668726,324.400,245.950,
10/19/2016,14:22:42,33.4660793,-88.7668590,323.920,245.470,
10/19/2016,14:22:42,33.4660199,-88.7668428,323.410,244.959,
10/19/2016,14:22:43,33.4659610,-88.7668227,323.000,244.549,
10/19/2016,14:22:44,33.4659026,-88.7668004,322.680,244.230,
10/19/2016,14:22:44,33.4658449,-88.7667795,322.500,244.049,
10/19/2016,14:22:45,33.4657874,-88.7667608,322.420,243.970,
10/19/2016,14:22:45,33.4657399,-88.7667469,322.470,244.019,
10/19/2016,14:22:46,33.4656926,-88.7667336,322.660,244.209,
10/19/2016,14:22:46,33.4656363,-88.7667171,322.760,244.310,
10/19/2016,14:22:47,33.4655895,-88.7667017,322.760,244.310,
10/19/2016,14:22:48,33.4655426,-88.7666837,322.740,244.290,
10/19/2016,14:22:48,33.4654959,-88.7666633,322.770,244.319,
10/19/2016,14:22:49,33.4654496,-88.7666410,322.830,244.379,
10/19/2016,14:22:49,33.4654037,-88.7666174,322.950,244.500,
10/19/2016,14:22:50,33.4653582,-88.7665930,323.070,244.620,
10/19/2016,14:22:51,33.4653048,-88.7665633,323.340,244.890,
10/19/2016,14:22:51,33.4652606,-88.7665387,323.500,245.049,
10/19/2016,14:22:51,33.4652070,-88.7665084,323.500,245.049,
10/19/2016,14:22:52,33.4651530,-88.7664752,323.340,244.890,
10/19/2016,14:22:52,33.4651083,-88.7664456,323.270,244.819,
10/19/2016,14:22:53,33.4650559,-88.7664076,323.290,244.840,
10/19/2016,14:22:53,33.4650049,-88.7663681,323.240,244.790,
10/19/2016,14:22:54,33.4649644,-88.7663341,323.320,244.870,
10/19/2016,14:22:55,33.4649243,-88.7662999,323.250,244.799,
10/19/2016,14:22:55,33.4648752,-88.7662573,322.920,244.470,
10/19/2016,14:22:56,33.4648336,-88.7662217,322.660,244.209,
10/19/2016,14:22:57,33.4647827,-88.7661783,322.730,244.280,
10/19/2016,14:22:57,33.4647413,-88.7661413,322.780,244.330,
10/19/2016,14:22:58,33.4647011,-88.7661030,322.870,244.420,
10/19/2016,14:22:58,33.4646542,-88.7660546,322.880,244.430,
10/19/2016,14:22:59,33.4646091,-88.7660044,322.840,244.390,
10/19/2016,14:23:00,33.4645569,-88.7659436,322.690,244.239,
10/19/2016,14:23:01,33.4645038,-88.7658819,322.250,243.799,
10/19/2016,14:23:01,33.4644559,-88.7658271,321.510,243.060,
10/19/2016,14:23:02,33.4643910,-88.7657509,320.640,242.189,
10/19/2016,14:23:03,33.4643186,-88.7656612,320.460,242.010,
10/19/2016,14:23:04,33.4642517,-88.7655675,320.970,242.519,
10/19/2016,14:23:05,33.4641850,-88.7654588,321.260,242.810,
10/19/2016,14:23:05,33.4641244,-88.7653463,321.200,242.750,
10/19/2016,14:23:06,33.4640595,-88.7652231,321.100,242.650,
10/19/2016,14:23:07,33.4640098,-88.7651209,321.450,243.000,
10/19/2016,14:23:08,33.4639633,-88.7650206,322.090,243.640,
10/19/2016,14:23:09,33.4639228,-88.7649313,322.130,243.680,
10/19/2016,14:23:09,33.4638861,-88.7648389,322.380,243.930,
10/19/2016,14:23:10,33.4638529,-88.7647430,322.630,244.180,
10/19/2016,14:23:11,33.4638216,-88.7646451,323.060,244.610,
10/19/2016,14:23:12,33.4637968,-88.7645589,323.330,244.879,
10/19/2016,14:23:12,33.4637780,-88.7644839,323.240,244.790,
10/19/2016,14:23:13,33.4637571,-88.7643955,322.940,244.489,
10/19/2016,14:23:14,33.4637380,-88.7643206,323.010,244.560,
10/19/2016,14:23:14,33.4637191,-88.7642456,323.010,244.560,
10/19/2016,14:23:15,33.4637006,-88.7641708,323.140,244.689,
10/19/2016,14:23:16,33.4636821,-88.7640830,323.350,244.900,
10/19/2016,14:23:16,33.4636692,-88.7640072,323.480,245.030,
10/19/2016,14:23:17,33.4636588,-88.7639293,323.590,245.140,
10/19/2016,14:23:17,33.4636501,-88.7638493,323.390,244.939,
10/19/2016,14:23:18,33.4636422,-88.7637667,323.030,244.580,
10/19/2016,14:23:18,33.4636353,-88.7636825,322.820,244.370,
10/19/2016,14:23:19,33.4636308,-88.7636115,322.600,244.150,
10/19/2016,14:23:20,33.4636275,-88.7635397,322.180,243.730,
10/19/2016,14:23:20,33.4636261,-88.7634668,321.750,243.299,
10/19/2016,14:23:21,33.4636258,-88.7633932,321.280,242.830,
10/19/2016,14:23:21,33.4636268,-88.7633180,320.810,242.360,
10/19/2016,14:23:22,33.4636293,-88.7632414,320.220,241.769,
10/19/2016,14:23:22,33.4636327,-88.7631643,319.860,241.409,
10/19/2016,14:23:23,33.4636373,-88.7630866,319.560,241.110,
10/19/2016,14:23:23,33.4636439,-88.7630091,319.650,241.200,
10/19/2016,14:23:24,33.4636526,-88.7629318,320.200,241.750,
10/19/2016,14:23:24,33.4636633,-88.7628556,320.830,242.379,
10/19/2016,14:23:25,33.4636757,-88.7627811,321.480,243.030,
10/19/2016,14:23:26,33.4636880,-88.7627076,322.240,243.790,
10/19/2016,14:23:26,33.4637000,-88.7626360,322.950,244.500,
10/19/2016,14:23:27,33.4637140,-88.7625523,323.710,245.260,
10/19/2016,14:23:27,33.4637277,-88.7624693,324.390,245.939,
10/19/2016,14:23:28,33.4637433,-88.7623745,325.380,246.930,
10/19/2016,14:23:28,33.4637608,-88.7622804,325.970,247.519,
10/19/2016,14:23:29,33.4637794,-88.7621985,326.060,247.610,
10/19/2016,14:23:29,33.4638064,-88.7620995,325.860,247.409,
10/19/2016,14:23:30,33.4638356,-88.7620139,325.500,247.049,
10/19/2016,14:23:31,33.4638751,-88.7619147,325.120,246.670,
10/19/2016,14:23:31,33.4639128,-88.7618295,324.680,246.230,
10/19/2016,14:23:32,33.4639539,-88.7617444,324.440,245.989,
10/19/2016,14:23:32,33.4639901,-88.7616736,324.280,245.830,
10/19/2016,14:23:33,33.4640273,-88.7616028,323.880,245.430,
10/19/2016,14:23:34,33.4640735,-88.7615158,323.220,244.769,
10/19/2016,14:23:34,33.4641142,-88.7614430,323.260,244.810,
10/19/2016,14:23:35,33.4641641,-88.7613538,323.490,245.040,
10/19/2016,14:23:36,33.4642067,-88.7612810,323.440,244.989,
10/19/2016,14:23:36,33.4642508,-88.7612096,323.760,245.310,
10/19/2016,14:23:37,33.4643154,-88.7611113,324.410,245.959,
10/19/2016,14:23:38,33.4643846,-88.7610177,324.380,245.930,
10/19/2016,14:23:38,33.4644572,-88.7609263,323.830,245.379,
10/19/2016,14:23:39,33.4645339,-88.7608356,323.000,244.549,
10/19/2016,14:23:40,33.4646137,-88.7607444,322.250,243.799,
10/19/2016,14:23:40,33.4646967,-88.7606542,321.760,243.310,
10/19/2016,14:23:41,33.4647843,-88.7605663,321.470,243.019,
10/19/2016,14:23:42,33.4648886,-88.7604721,321.390,242.939,
10/19/2016,14:23:42,33.4649827,-88.7603939,321.240,242.790,
10/19/2016,14:23:43,33.4650944,-88.7603086,321.140,242.689,
10/19/2016,14:23:44,33.4651964,-88.7602410,321.460,243.010,
10/19/2016,14:23:44,33.4653002,-88.7601823,321.950,243.500,
10/19/2016,14:23:45,33.4654194,-88.7601228,322.300,243.849,
10/19/2016,14:23:46,33.4655259,-88.7600757,322.410,243.959,
10/19/2016,14:23:46,33.4656182,-88.7600377,322.490,244.040,
10/19/2016,14:23:47,33.4657118,-88.7600025,322.600,244.150,
10/19/2016,14:23:48,33.4658223,-88.7599653,322.870,244.420,
10/19/2016,14:23:49,33.4659175,-88.7599367,323.280,244.830,
10/19/2016,14:23:49,33.4660288,-88.7599070,323.780,245.330,
10/19/2016,14:23:50,33.4661250,-88.7598847,324.160,245.709,
10/19/2016,14:23:50,33.4662232,-88.7598661,324.330,245.879,
10/19/2016,14:23:51,33.4663385,-88.7598510,324.450,246.000,
10/19/2016,14:23:51,33.4664386,-88.7598440,324.530,246.080,
10/19/2016,14:23:52,33.4665389,-88.7598432,324.810,246.360,
10/19/2016,14:23:53,33.4666388,-88.7598477,325.100,246.650,
10/19/2016,14:23:53,33.4667202,-88.7598542,325.240,246.790,
10/19/2016,14:23:54,33.4668170,-88.7598654,325.110,246.659,
10/19/2016,14:23:55,33.4669142,-88.7598802,324.710,246.260,
10/19/2016,14:23:55,33.4669949,-88.7598959,324.610,246.159,
10/19/2016,14:23:56,33.4670920,-88.7599179,324.300,245.849,
10/19/2016,14:23:56,33.4671731,-88.7599381,323.960,245.510,
10/19/2016,14:23:57,33.4672704,-88.7599656,323.410,244.959,
10/19/2016,14:23:57,33.4673671,-88.7599961,323.360,244.909,
10/19/2016,14:23:58,33.4674462,-88.7600233,323.510,245.060,
10/19/2016,14:23:58,33.4675395,-88.7600589,323.710,245.260,
10/19/2016,14:23:59,33.4676162,-88.7600911,323.790,245.340,
10/19/2016,14:23:59,33.4677079,-88.7601337,323.690,245.239,
10/19/2016,14:24:00,33.4678008,-88.7601819,323.760,245.310,
10/19/2016,14:24:01,33.4678810,-88.7602276,324.370,245.920,
10/19/2016,14:24:01,33.4679615,-88.7602788,325.640,247.189,
10/19/2016,14:24:02,33.4680411,-88.7603342,327.250,248.799,
10/19/2016,14:24:03,33.4681191,-88.7603936,329.260,250.810,
10/19/2016,14:24:03,33.4682105,-88.7604680,332.060,253.610,
10/19/2016,14:24:04,33.4682845,-88.7605316,334.590,256.139,
10/19/2016,14:24:06,33.4685554,-88.7607935,344.110,265.660,
10/19/2016,14:24:07,33.4686512,-88.7608980,347.340,268.889,
10/19/2016,14:24:07,33.4687429,-88.7610083,350.560,272.110,
10/19/2016,14:24:08,33.4688415,-88.7611390,354.480,276.030,
10/19/2016,14:24:08,33.4689295,-88.7612694,358.240,279.790,
10/19/2016,14:24:09,33.4690209,-88.7614145,360.970,282.520,
10/19/2016,14:24:10,33.4690959,-88.7615447,362.210,283.759,
10/19/2016,14:24:11,33.4691695,-88.7616939,363.340,284.889,
10/19/2016,14:24:12,33.4692267,-88.7618280,363.810,285.360,
10/19/2016,14:24:12,33.4692710,-88.7619481,363.920,285.470,
10/19/2016,14:24:13,33.4693103,-88.7620705,363.830,285.380,
10/19/2016,14:24:14,33.4693506,-88.7622115,363.500,285.050,
10/19/2016,14:24:14,33.4693841,-88.7623366,363.350,284.900,
10/19/2016,14:24:15,33.4694131,-88.7624638,363.050,284.600,
10/19/2016,14:24:15,33.4694335,-88.7625727,363.140,284.690,
10/19/2016,14:24:16,33.4694506,-88.7626800,363.080,284.630,
10/19/2016,14:24:17,33.4694659,-88.7627861,363.100,284.650,
10/19/2016,14:24:17,33.4694793,-88.7628918,363.060,284.610,
10/19/2016,14:24:18,33.4694901,-88.7629993,362.870,284.419,
10/19/2016,14:24:19,33.4694976,-88.7631087,362.700,284.250,
10/19/2016,14:24:19,33.4695017,-88.7632177,362.830,284.380,
10/19/2016,14:24:20,33.4695031,-88.7633069,362.960,284.509,
10/19/2016,14:24:20,33.4695031,-88.7634126,363.160,284.710,
10/19/2016,14:24:22,33.4694988,-88.7636007,363.260,284.810,
10/19/2016,14:24:22,33.4694952,-88.7636862,363.120,284.669,
10/19/2016,14:24:23,33.4694905,-88.7637710,363.090,284.639,
10/19/2016,14:24:24,33.4694836,-88.7638552,363.090,284.639,
10/19/2016,14:24:24,33.4694709,-88.7639722,363.050,284.600,
10/19/2016,14:24:25,33.4694575,-88.7640725,363.310,284.860,
10/19/2016,14:24:25,33.4694420,-88.7641721,363.630,285.180,
10/19/2016,14:24:26,33.4694209,-88.7642868,364.240,285.790,
10/19/2016,14:24:28,33.4693291,-88.7646312,364.590,286.139,
10/19/2016,14:24:28,33.4692926,-88.7647367,364.190,285.740,
10/19/2016,14:24:29,33.4692589,-88.7648257,363.720,285.270,
10/19/2016,14:24:30,33.4692221,-88.7649148,363.050,284.600,
10/19/2016,14:24:30,33.4691740,-88.7650170,362.460,284.009,
10/19/2016,14:24:31,33.4691298,-88.7651022,362.220,283.770,
10/19/2016,14:24:31,33.4690847,-88.7651850,362.300,283.850,
10/19/2016,14:24:32,33.4690409,-88.7652654,362.660,284.210,
10/19/2016,14:24:33,33.4689987,-88.7653447,362.830,284.380,
10/19/2016,14:24:34,33.4689573,-88.7654240,362.890,284.440,
10/19/2016,14:24:35,33.4689146,-88.7655037,362.220,283.770,
10/19/2016,14:24:35,33.4688595,-88.7655961,361.520,283.070,
10/19/2016,14:24:36,33.4688078,-88.7656721,361.060,282.610,
10/19/2016,14:24:36,33.4687354,-88.7657686,360.710,282.259,
10/19/2016,14:24:37,33.4686606,-88.7658599,360.550,282.100,
10/19/2016,14:24:38,33.4685840,-88.7659462,360.770,282.320,
10/19/2016,14:24:38,33.4685071,-88.7660253,360.960,282.509,
10/19/2016,14:24:39,33.4684410,-88.7660906,361.500,283.050,
10/19/2016,14:24:40,33.4683751,-88.7661527,361.540,283.090,
10/19/2016,14:24:40,33.4683071,-88.7662112,361.480,283.030,
10/19/2016,14:24:41,33.4682470,-88.7662583,361.350,282.900,
10/19/2016,14:24:42,33.4681858,-88.7663042,361.220,282.770,
10/19/2016,14:24:42,33.4681244,-88.7663506,360.970,282.520,
10/19/2016,14:24:43,33.4680627,-88.7663976,360.830,282.380,
10/19/2016,14:24:43,33.4680105,-88.7664357,360.820,282.370,
10/19/2016,14:24:44,33.4679474,-88.7664801,360.930,282.479,
10/19/2016,14:24:44,33.4678838,-88.7665217,361.270,282.820,
10/19/2016,14:24:45,33.4678311,-88.7665542,361.670,283.220,
10/19/2016,14:24:46,33.4677783,-88.7665843,362.120,283.669,
10/19/2016,14:24:46,33.4677147,-88.7666177,362.630,284.180,
10/19/2016,14:24:47,33.4676618,-88.7666440,363.100,284.650,
10/19/2016,14:24:47,33.4676094,-88.7666687,363.540,285.090,
10/19/2016,14:24:48,33.4675578,-88.7666930,363.790,285.340,
10/19/2016,14:24:48,33.4675068,-88.7667181,363.880,285.430,
10/19/2016,14:24:49,33.4674552,-88.7667437,363.580,285.130,
10/19/2016,14:24:50,33.4674019,-88.7667675,363.170,284.720,
10/19/2016,14:24:50,33.4673464,-88.7667878,363.060,284.610,
10/19/2016,14:24:51,33.4672900,-88.7668042,363.270,284.820,
10/19/2016,14:24:52,33.4672343,-88.7668173,363.390,284.940,
10/19/2016,14:24:52,33.4671687,-88.7668295,363.760,285.310,
10/19/2016,14:24:53,33.4671039,-88.7668393,364.090,285.639,
10/19/2016,14:24:53,33.4670284,-88.7668516,364.000,285.550,
10/19/2016,14:24:54,33.4669415,-88.7668676,363.680,285.229,
10/19/2016,14:24:54,33.4668531,-88.7668814,363.480,285.030,
10/19/2016,14:24:55,33.4667522,-88.7668907,363.530,285.080,
10/19/2016,14:24:56,33.4666630,-88.7668902,363.450,285.000,
10/19/2016,14:24:57,33.4665746,-88.7668876,363.430,284.979,
10/19/2016,14:24:57,33.4664982,-88.7668848,363.550,285.100,
10/19/2016,14:24:58,33.4664249,-88.7668801,363.460,285.009,
10/19/2016,14:24:59,33.4663543,-88.7668754,363.680,285.229,
10/19/2016,14:25:00,33.4662863,-88.7668692,363.290,284.840,
10/19/2016,14:25:00,33.4662178,-88.7668600,362.640,284.190,
10/19/2016,14:25:01,33.4661480,-88.7668474,361.930,283.479,
10/19/2016,14:25:01,33.4660874,-88.7668347,361.320,282.870,
10/19/2016,14:25:02,33.4660258,-88.7668210,360.900,282.449,
10/19/2016,14:25:03,33.4659639,-88.7668072,360.820,282.370,
10/19/2016,14:25:03,33.4659033,-88.7667919,360.840,282.389,
10/19/2016,14:25:04,33.4658432,-88.7667743,360.820,282.370,
10/19/2016,14:25:05,33.4657836,-88.7667536,360.830,282.380,
10/19/2016,14:25:05,33.4657238,-88.7667325,360.840,282.389,
10/19/2016,14:25:06,33.4656738,-88.7667151,361.090,282.639,
10/19/2016,14:25:06,33.4656245,-88.7666972,361.430,282.979,
10/19/2016,14:25:07,33.4655671,-88.7666754,361.970,283.520,
10/19/2016,14:25:07,33.4655196,-88.7666563,362.300,283.850,
10/19/2016,14:25:08,33.4654721,-88.7666349,362.360,283.910,
10/19/2016,14:25:08,33.4654239,-88.7666130,362.260,283.810,
10/19/2016,14:25:09,33.4653758,-88.7665897,362.140,283.690,
10/19/2016,14:25:10,33.4653189,-88.7665627,362.050,283.600,
10/19/2016,14:25:10,33.4652726,-88.7665399,361.800,283.350,
10/19/2016,14:25:11,33.4652179,-88.7665107,361.330,282.880,
10/19/2016,14:25:12,33.4651721,-88.7664852,360.970,282.520,
10/19/2016,14:25:12,33.4651171,-88.7664525,360.620,282.169,
10/19/2016,14:25:13,33.4650632,-88.7664161,360.400,281.949,
10/19/2016,14:25:14,33.4650105,-88.7663764,360.230,281.780,
10/19/2016,14:25:14,33.4649584,-88.7663346,360.140,281.690,
10/19/2016,14:25:15,33.4648984,-88.7662852,360.110,281.660,
10/19/2016,14:25:15,33.4648291,-88.7662277,360.140,281.690,
10/19/2016,14:25:16,33.4647492,-88.7661620,360.380,281.930,
10/19/2016,14:25:17,33.4646790,-88.7661002,360.600,282.150,
10/19/2016,14:25:17,33.4646120,-88.7660316,360.560,282.110,
10/19/2016,14:25:18,33.4645475,-88.7659570,360.460,282.009,
10/19/2016,14:25:19,33.4644849,-88.7658800,360.660,282.210,
10/19/2016,14:25:20,33.4644321,-88.7658115,361.200,282.750,
10/19/2016,14:25:21,33.4643814,-88.7657445,362.000,283.550,
10/19/2016,14:25:21,33.4643314,-88.7656794,362.500,284.050,
10/19/2016,14:25:22,33.4642821,-88.7656101,362.820,284.370,
10/19/2016,14:25:22,33.4642266,-88.7655261,362.520,284.070,
10/19/2016,14:25:23,33.4641784,-88.7654474,361.950,283.500,
10/19/2016,14:25:24,33.4641320,-88.7653646,361.330,282.880,
10/19/2016,14:25:24,33.4640956,-88.7652944,361.610,283.160,
10/19/2016,14:25:25,33.4640578,-88.7652162,362.160,283.710,
10/19/2016,14:25:26,33.4640221,-88.7651440,362.790,284.340,
10/19/2016,14:25:26,33.4639913,-88.7650845,363.180,284.729,
10/19/2016,14:25:27,33.4639606,-88.7650252,363.370,284.919,
10/19/2016,14:25:28,33.4639347,-88.7649756,363.050,284.600,
10/19/2016,14:25:29,33.4639040,-88.7649116,362.260,283.810,
10/19/2016,14:25:29,33.4638799,-88.7648535,361.670,283.220,
10/19/2016,14:25:30,33.4638537,-88.7647809,361.340,282.889,
10/19/2016,14:25:30,33.4638306,-88.7647074,361.410,282.960,
10/19/2016,14:25:31,33.4638112,-88.7646335,361.740,283.290,
10/19/2016,14:25:31,33.4637941,-88.7645593,362.140,283.690,
10/19/2016,14:25:32,33.4637813,-88.7644975,362.330,283.880,
10/19/2016,14:25:32,33.4637660,-88.7644244,362.370,283.919,
10/19/2016,14:25:33,33.4637522,-88.7643650,362.490,284.040,
10/19/2016,14:25:33,33.4637349,-88.7642939,362.470,284.020,
10/19/2016,14:25:34,33.4637177,-88.7642216,362.340,283.889,
10/19/2016,14:25:35,33.4637039,-88.7641599,362.130,283.680,
10/19/2016,14:25:35,33.4636889,-88.7640842,361.840,283.389,
10/19/2016,14:25:36,33.4636782,-88.7640203,361.520,283.070,
10/19/2016,14:25:36,33.4636652,-88.7639437,361.340,282.889,
10/19/2016,14:25:37,33.4636508,-88.7638690,361.640,283.190,
10/19/2016,14:25:37,33.4636388,-88.7638066,361.750,283.300,
10/19/2016,14:25:38,33.4636259,-88.7637287,361.650,283.199,
10/19/2016,14:25:38,33.4636170,-88.7636605,361.430,282.979,
10/19/2016,14:25:39,33.4636092,-88.7635745,361.180,282.729,
10/19/2016,14:25:39,33.4636060,-88.7634862,361.020,282.570,
10/19/2016,14:25:41,33.4636066,-88.7634122,361.050,282.600,
