Date,Time_24hr,Lat,Lon,Alt,Rel_Alt
10/19/2016,14:12:21,33.4655011,-88.7601655,172.060,93.610,
10/19/2016,14:12:21,33.4655932,-88.7601249,171.350,92.900,
10/19/2016,14:12:22,33.4656862,-88.7600845,170.680,92.229,
10/19/2016,14:12:22,33.4657806,-88.7600444,169.930,91.479,
10/19/2016,14:12:23,33.4658771,-88.7600081,169.550,91.100,
10/19/2016,14:12:24,33.4659584,-88.7599827,169.450,91.000,
10/19/2016,14:12:24,33.4660395,-88.7599617,169.450,91.000,
10/19/2016,14:12:25,33.4661364,-88.7599418,169.450,91.000,
10/19/2016,14:12:25,33.4662334,-88.7599281,169.260,90.810,
10/19/2016,14:12:26,33.4663153,-88.7599210,169.090,90.640,
10/19/2016,14:12:26,33.4664146,-88.7599180,169.020,90.570,
10/19/2016,14:12:27,33.4665147,-88.7599199,168.870,90.420,
10/19/2016,14:12:28,33.4666156,-88.7599256,168.530,90.079,
10/19/2016,14:12:28,33.4667174,-88.7599320,167.930,89.479,
10/19/2016,14:12:29,33.4668033,-88.7599403,167.490,89.040,
10/19/2016,14:12:29,33.4668895,-88.7599528,167.130,88.680,
10/19/2016,14:12:30,33.4669922,-88.7599715,166.540,88.090,
10/19/2016,14:12:31,33.4670776,-88.7599890,166.530,88.080,
10/19/2016,14:12:31,33.4671785,-88.7600096,166.380,87.930,
10/19/2016,14:12:32,33.4672619,-88.7600277,166.180,87.729,
10/19/2016,14:12:33,33.4673451,-88.7600462,165.840,87.390,
10/19/2016,14:12:33,33.4674456,-88.7600719,165.700,87.250,
10/19/2016,14:12:34,33.4675294,-88.7600993,165.820,87.369,
10/19/2016,14:12:35,33.4676433,-88.7601465,166.450,88.000,
10/19/2016,14:12:35,33.4677378,-88.7601937,166.720,88.270,
10/19/2016,14:12:36,33.4678576,-88.7602643,166.570,88.119,
10/19/2016,14:12:37,33.4679863,-88.7603548,166.490,88.040,
10/19/2016,14:12:37,33.4681110,-88.7604533,166.940,88.490,
10/19/2016,14:12:38,33.4682287,-88.7605533,167.600,89.150,
10/19/2016,14:12:39,33.4683419,-88.7606499,168.810,90.360,
10/19/2016,14:12:40,33.4684484,-88.7607474,170.380,91.930,
10/19/2016,14:12:40,33.4685505,-88.7608510,172.800,94.350,
10/19/2016,14:12:41,33.4686415,-88.7609524,175.050,96.600,
10/19/2016,14:12:42,33.4687272,-88.7610663,177.920,99.470,
10/19/2016,14:12:43,33.4687966,-88.7611692,181.040,102.590,
10/19/2016,14:12:43,33.4688606,-88.7612732,184.300,105.850,
10/19/2016,14:12:44,33.4689214,-88.7613768,187.690,109.240,
10/19/2016,14:12:45,33.4689801,-88.7614799,191.010,112.560,
10/19/2016,14:12:46,33.4690280,-88.7615668,193.810,115.360,
10/19/2016,14:12:46,33.4690811,-88.7616661,196.430,117.979,
10/19/2016,14:12:47,33.4691320,-88.7617634,198.580,120.130,
10/19/2016,14:12:48,33.4691742,-88.7618461,199.850,121.399,
10/19/2016,14:12:48,33.4692214,-88.7619438,200.410,121.960,
10/19/2016,14:12:49,33.4692601,-88.7620291,200.400,121.950,
10/19/2016,14:12:49,33.4692967,-88.7621169,200.080,121.630,
10/19/2016,14:12:50,33.4693299,-88.7622073,199.780,121.329,
10/19/2016,14:12:51,33.4693582,-88.7622995,199.320,120.869,
10/19/2016,14:12:51,33.4693815,-88.7623927,198.740,120.290,
10/19/2016,14:12:52,33.4693973,-88.7624708,198.490,120.040,
10/19/2016,14:12:53,33.4694131,-88.7625633,198.440,119.990,
10/19/2016,14:12:53,33.4694271,-88.7626552,198.570,120.119,
10/19/2016,14:12:54,33.4694396,-88.7627454,198.720,120.270,
10/19/2016,14:12:54,33.4694509,-88.7628342,198.940,120.490,
10/19/2016,14:12:55,33.4694620,-88.7629372,198.820,120.369,
10/19/2016,14:12:56,33.4694702,-88.7630257,198.670,120.219,
10/19/2016,14:12:56,33.4694758,-88.7631146,198.130,119.680,
10/19/2016,14:12:57,33.4694775,-88.7632046,197.440,118.990,
10/19/2016,14:12:58,33.4694762,-88.7632961,196.730,118.280,
10/19/2016,14:12:58,33.4694742,-88.7634038,196.080,117.630,
10/19/2016,14:12:59,33.4694729,-88.7634972,195.790,117.340,
10/19/2016,14:12:59,33.4694715,-88.7635911,195.750,117.299,
10/19/2016,14:13:00,33.4694691,-88.7636854,195.380,116.930,
10/19/2016,14:13:00,33.4694649,-88.7637807,195.190,116.740,
10/19/2016,14:13:01,33.4694571,-88.7638907,195.110,116.659,
10/19/2016,14:13:02,33.4694493,-88.7639847,194.960,116.509,
10/19/2016,14:13:02,33.4694388,-88.7640788,194.460,116.009,
10/19/2016,14:13:03,33.4694254,-88.7641708,194.360,115.909,
10/19/2016,14:13:03,33.4694083,-88.7642585,194.740,116.290,
10/19/2016,14:13:04,33.4693838,-88.7643561,194.850,116.399,
10/19/2016,14:13:05,33.4693604,-88.7644381,194.810,116.360,
10/19/2016,14:13:05,33.4693357,-88.7645179,194.920,116.469,
10/19/2016,14:13:06,33.4693105,-88.7645949,195.030,116.579,
10/19/2016,14:13:07,33.4692843,-88.7646700,194.810,116.360,
10/19/2016,14:13:07,33.4692519,-88.7647571,194.530,116.079,
10/19/2016,14:13:08,33.4692273,-88.7648181,194.460,116.009,
10/19/2016,14:13:08,33.4691966,-88.7648906,193.940,115.490,
10/19/2016,14:13:09,33.4691646,-88.7649639,193.560,115.110,
10/19/2016,14:13:09,33.4691365,-88.7650257,193.190,114.740,
10/19/2016,14:13:10,33.4691078,-88.7650869,193.080,114.630,
10/19/2016,14:13:11,33.4690775,-88.7651461,193.080,114.630,
10/19/2016,14:13:11,33.4690458,-88.7652040,192.870,114.420,
10/19/2016,14:13:12,33.4690143,-88.7652623,192.940,114.490,
10/19/2016,14:13:12,33.4689831,-88.7653186,193.310,114.860,
10/19/2016,14:13:13,33.4689517,-88.7653725,193.650,115.200,
10/19/2016,14:13:13,33.4689141,-88.7654367,194.230,115.780,
10/19/2016,14:13:14,33.4688751,-88.7655010,194.440,115.990,
10/19/2016,14:13:14,33.4688395,-88.7655534,195.000,116.549,
10/19/2016,14:13:15,33.4687897,-88.7656079,195.870,117.420,
10/19/2016,14:13:15,33.4687351,-88.7656566,196.190,117.740,
10/19/2016,14:13:16,33.4686795,-88.7657043,196.870,118.420,
10/19/2016,14:13:17,33.4686262,-88.7657583,197.780,119.329,
10/19/2016,14:13:17,33.4685853,-88.7658118,198.470,120.020,
10/19/2016,14:13:18,33.4685399,-88.7658834,199.210,120.759,
10/19/2016,14:13:18,33.4684944,-88.7659582,199.700,121.250,
10/19/2016,14:13:19,33.4684448,-88.7660329,199.680,121.229,
10/19/2016,14:13:19,33.4683890,-88.7661030,199.530,121.079,
10/19/2016,14:13:20,33.4683387,-88.7661551,199.770,121.320,
10/19/2016,14:13:20,33.4682765,-88.7662116,200.210,121.759,
10/19/2016,14:13:21,33.4682128,-88.7662611,200.950,122.500,
10/19/2016,14:13:22,33.4681585,-88.7662992,201.360,122.909,
10/19/2016,14:13:22,33.4680924,-88.7663444,201.740,123.290,
10/19/2016,14:13:23,33.4680369,-88.7663807,202.270,123.820,
10/19/2016,14:13:23,33.4679719,-88.7664229,203.030,124.579,
10/19/2016,14:13:24,33.4679192,-88.7664579,203.630,125.180,
10/19/2016,14:13:25,33.4678671,-88.7664923,204.140,125.689,
10/19/2016,14:13:25,33.4678050,-88.7665332,204.590,126.140,
10/19/2016,14:13:26,33.4677529,-88.7665665,204.750,126.299,
10/19/2016,14:13:26,33.4676900,-88.7666035,205.110,126.659,
10/19/2016,14:13:27,33.4676376,-88.7666311,205.510,127.060,
10/19/2016,14:13:27,33.4675864,-88.7666566,206.070,127.619,
10/19/2016,14:13:28,33.4675159,-88.7666883,206.630,128.179,
10/19/2016,14:13:29,33.4674463,-88.7667182,206.780,128.330,
10/19/2016,14:13:30,33.4673862,-88.7667418,206.440,127.990,
10/19/2016,14:13:30,33.4673138,-88.7667666,205.990,127.540,
10/19/2016,14:13:31,33.4672504,-88.7667860,205.450,127.000,
10/19/2016,14:13:31,33.4671753,-88.7668053,204.860,126.409,
10/19/2016,14:13:32,33.4670987,-88.7668224,204.420,125.969,
10/19/2016,14:13:32,33.4670327,-88.7668369,203.950,125.500,
10/19/2016,14:13:33,33.4669660,-88.7668497,203.050,124.600,
10/19/2016,14:13:33,33.4668990,-88.7668619,202.250,123.799,
10/19/2016,14:13:34,33.4668318,-88.7668712,201.910,123.460,
10/19/2016,14:13:35,33.4667759,-88.7668767,201.830,123.380,
10/19/2016,14:13:35,33.4667097,-88.7668819,202.000,123.549,
10/19/2016,14:13:36,33.4666546,-88.7668860,201.960,123.509,
10/19/2016,14:13:36,33.4665991,-88.7668909,202.060,123.610,
10/19/2016,14:13:37,33.4665419,-88.7668963,202.200,123.750,
10/19/2016,14:13:37,33.4664837,-88.7669012,202.170,123.719,
10/19/2016,14:13:38,33.4664243,-88.7669040,202.020,123.570,
10/19/2016,14:13:38,33.4663632,-88.7669034,201.770,123.320,
10/19/2016,14:13:39,33.4663009,-88.7668981,201.760,123.310,
10/19/2016,14:13:40,33.4662383,-88.7668875,201.910,123.460,
10/19/2016,14:13:40,33.4661765,-88.7668726,202.350,123.899,
10/19/2016,14:13:41,33.4661164,-88.7668558,203.080,124.630,
10/19/2016,14:13:42,33.4660473,-88.7668343,204.030,125.579,
10/19/2016,14:13:42,33.4659800,-88.7668130,204.920,126.469,
10/19/2016,14:13:43,33.4659027,-88.7667877,205.630,127.180,
10/19/2016,14:13:43,33.4658161,-88.7667562,205.920,127.469,
10/19/2016,14:13:44,33.4657420,-88.7667301,206.310,127.860,
10/19/2016,14:13:44,33.4656577,-88.7667010,206.350,127.899,
10/19/2016,14:13:46,33.4654939,-88.7666341,205.240,126.790,
10/19/2016,14:13:47,33.4654183,-88.7665970,204.840,126.390,
10/19/2016,14:13:47,33.4653453,-88.7665571,204.580,126.130,
10/19/2016,14:13:48,33.4652748,-88.7665153,204.450,126.000,
10/19/2016,14:13:49,33.4652161,-88.7664787,204.290,125.840,
10/19/2016,14:13:49,33.4651479,-88.7664331,203.770,125.320,
10/19/2016,14:13:50,33.4650884,-88.7663942,203.140,124.689,
10/19/2016,14:13:50,33.4650274,-88.7663562,202.380,123.930,
10/19/2016,14:13:51,33.4649648,-88.7663179,202.020,123.570,
10/19/2016,14:13:52,33.4648928,-88.7662687,201.800,123.350,
10/19/2016,14:13:52,33.4648334,-88.7662234,201.960,123.509,
10/19/2016,14:13:53,33.4647759,-88.7661743,201.870,123.420,
10/19/2016,14:13:54,33.4647200,-88.7661195,201.500,123.049,
10/19/2016,14:13:54,33.4646660,-88.7660599,201.210,122.759,
10/19/2016,14:13:55,33.4646216,-88.7660083,200.630,122.180,
10/19/2016,14:13:55,33.4645690,-88.7659438,199.700,121.250,
10/19/2016,14:13:56,33.4645172,-88.7658768,198.550,120.100,
10/19/2016,14:13:56,33.4644742,-88.7658193,197.590,119.140,
10/19/2016,14:13:57,33.4644232,-88.7657497,197.110,118.659,
10/19/2016,14:13:58,33.4643823,-88.7656920,196.470,118.020,
10/19/2016,14:13:58,33.4643345,-88.7656229,195.740,117.290,
10/19/2016,14:13:59,33.4642949,-88.7655655,195.350,116.899,
10/19/2016,14:14:00,33.4642545,-88.7655082,195.030,116.579,
10/19/2016,14:14:00,33.4642064,-88.7654375,194.930,116.479,
10/19/2016,14:14:01,33.4641598,-88.7653640,194.800,116.350,
10/19/2016,14:14:01,33.4641227,-88.7653004,194.840,116.390,
10/19/2016,14:14:02,33.4640734,-88.7652099,195.020,116.570,
10/19/2016,14:14:02,33.4640323,-88.7651321,195.150,116.700,
10/19/2016,14:14:03,33.4639927,-88.7650512,195.250,116.799,
10/19/2016,14:14:03,33.4639555,-88.7649672,195.540,117.090,
10/19/2016,14:14:04,33.4639200,-88.7648820,195.840,117.390,
10/19/2016,14:14:04,33.4638791,-88.7647819,196.180,117.729,
10/19/2016,14:14:05,33.4638473,-88.7646947,196.810,118.360,
10/19/2016,14:14:06,33.4638198,-88.7646067,197.750,119.299,
10/19/2016,14:14:06,33.4637999,-88.7645330,198.390,119.939,
10/19/2016,14:14:07,33.4637785,-88.7644436,199.120,120.670,
10/19/2016,14:14:07,33.4637587,-88.7643539,199.760,121.310,
10/19/2016,14:14:08,33.4637428,-88.7642779,200.040,121.590,
10/19/2016,14:14:08,33.4637272,-88.7642003,200.480,122.030,
10/19/2016,14:14:09,33.4637082,-88.7641060,200.950,122.500,
10/19/2016,14:14:10,33.4636921,-88.7640261,200.990,122.540,
10/19/2016,14:14:10,33.4636776,-88.7639445,200.950,122.500,
10/19/2016,14:14:11,33.4636649,-88.7638611,201.480,123.030,
10/19/2016,14:14:12,33.4636546,-88.7637767,201.590,123.140,
10/19/2016,14:14:12,33.4636462,-88.7636746,202.650,124.200,
10/19/2016,14:14:13,33.4636453,-88.7635900,203.890,125.439,
10/19/2016,14:14:14,33.4636495,-88.7634936,205.500,127.049,
10/19/2016,14:14:14,33.4636550,-88.7634172,206.340,127.890,
10/19/2016,14:14:15,33.4636614,-88.7633276,207.060,128.610,
10/19/2016,14:14:15,33.4636673,-88.7632225,208.130,129.679,
10/19/2016,14:14:16,33.4636750,-88.7631173,208.360,129.910,
10/19/2016,14:14:16,33.4636845,-88.7629941,208.360,129.910,
10/19/2016,14:14:17,33.4636948,-88.7628814,208.370,129.920,
10/19/2016,14:14:17,33.4637085,-88.7627516,207.210,128.759,
10/19/2016,14:14:18,33.4637233,-88.7626165,205.620,127.170,
10/19/2016,14:14:19,33.4637412,-88.7624929,204.460,126.009,
10/19/2016,14:14:20,33.4637657,-88.7623673,203.710,125.259,
10/19/2016,14:14:20,33.4637908,-88.7622605,203.050,124.600,
10/19/2016,14:14:21,33.4638188,-88.7621543,201.990,123.540,
10/19/2016,14:14:22,33.4638512,-88.7620474,200.970,122.520,
10/19/2016,14:14:22,33.4638875,-88.7619405,200.220,121.770,
10/19/2016,14:14:23,33.4639213,-88.7618525,199.800,121.350,
10/19/2016,14:14:24,33.4639650,-88.7617501,199.450,121.000,
10/19/2016,14:14:24,33.4640113,-88.7616503,199.350,120.899,
10/19/2016,14:14:24,33.4640604,-88.7615510,198.930,120.479,
10/19/2016,14:14:25,33.4641142,-88.7614515,198.590,120.140,
10/19/2016,14:14:26,33.4641629,-88.7613684,198.040,119.590,
10/19/2016,14:14:26,33.4642262,-88.7612691,197.760,119.310,
10/19/2016,14:14:27,33.4642941,-88.7611754,198.570,120.119,
10/19/2016,14:14:27,33.4643518,-88.7611019,199.040,120.590,
10/19/2016,14:14:28,33.4644100,-88.7610308,199.710,121.259,
10/19/2016,14:14:28,33.4644802,-88.7609483,200.520,122.070,
10/19/2016,14:14:29,33.4645376,-88.7608814,201.240,122.790,
10/19/2016,14:14:29,33.4645938,-88.7608158,201.540,123.090,
10/19/2016,14:14:30,33.4646516,-88.7607505,201.790,123.340,
10/19/2016,14:14:31,33.4647115,-88.7606853,201.740,123.290,
10/19/2016,14:14:32,33.4647738,-88.7606199,201.930,123.479,
10/19/2016,14:14:32,33.4648372,-88.7605557,201.340,122.890,
10/19/2016,14:14:33,33.4649032,-88.7604919,200.370,121.920,
10/19/2016,14:14:33,33.4649726,-88.7604291,199.690,121.240,
10/19/2016,14:14:34,33.4650599,-88.7603573,198.910,120.460,
10/19/2016,14:14:34,33.4651513,-88.7602908,198.320,119.869,
10/19/2016,14:14:35,33.4652633,-88.7602212,198.180,119.729,
10/19/2016,14:14:35,33.4653780,-88.7601608,198.620,120.170,
10/19/2016,14:14:36,33.4654928,-88.7601105,199.250,120.799,
10/19/2016,14:14:36,33.4656195,-88.7600604,199.870,121.420,
10/19/2016,14:14:37,33.4657274,-88.7600201,200.710,122.259,
10/19/2016,14:14:38,33.4658354,-88.7599864,201.100,122.649,
10/19/2016,14:14:38,33.4659310,-88.7599611,200.760,122.310,
10/19/2016,14:14:39,33.4660495,-88.7599390,200.670,122.219,
10/19/2016,14:14:40,33.4661525,-88.7599217,200.840,122.390,
10/19/2016,14:14:40,33.4662555,-88.7599074,200.680,122.229,
10/19/2016,14:14:41,33.4663592,-88.7598961,200.870,122.420,
10/19/2016,14:14:42,33.4664449,-88.7598875,200.990,122.540,
10/19/2016,14:14:42,33.4665483,-88.7598808,200.670,122.219,
10/19/2016,14:14:43,33.4666355,-88.7598800,200.170,121.719,
10/19/2016,14:14:43,33.4667406,-88.7598839,200.000,121.549,
10/19/2016,14:14:44,33.4668453,-88.7598927,199.590,121.140,
10/19/2016,14:14:44,33.4669499,-88.7599076,199.320,120.869,
10/19/2016,14:14:45,33.4670530,-88.7599267,199.330,120.880,
10/19/2016,14:14:46,33.4672597,-88.7599737,200.260,121.810,
10/19/2016,14:14:47,33.4673607,-88.7600042,200.200,121.750,
10/19/2016,14:14:48,33.4674591,-88.7600411,199.980,121.530,
10/19/2016,14:14:48,33.4675555,-88.7600821,199.260,120.810,
10/19/2016,14:14:49,33.4676514,-88.7601292,198.230,119.780,
10/19/2016,14:14:50,33.4677477,-88.7601831,197.070,118.619,
10/19/2016,14:14:50,33.4678441,-88.7602427,196.660,118.210,
10/19/2016,14:14:51,33.4679416,-88.7603028,196.690,118.240,
10/19/2016,14:14:52,33.4680385,-88.7603632,198.050,119.600,
10/19/2016,14:14:52,33.4681473,-88.7604378,199.480,121.030,
10/19/2016,14:14:53,33.4682369,-88.7605056,200.380,121.930,
10/19/2016,14:14:53,33.4683385,-88.7605928,201.320,122.869,
10/19/2016,14:14:54,33.4684216,-88.7606723,202.020,123.570,
10/19/2016,14:14:54,33.4685138,-88.7607725,203.500,125.049,
10/19/2016,14:14:55,33.4686047,-88.7608752,205.930,127.479,
10/19/2016,14:14:56,33.4686818,-88.7609668,208.790,130.340,
10/19/2016,14:14:56,33.4687564,-88.7610640,212.040,133.590,
10/19/2016,14:14:57,33.4688177,-88.7611486,214.520,136.069,
10/19/2016,14:14:57,33.4688884,-88.7612538,218.090,139.640,
10/19/2016,14:14:58,33.4689442,-88.7613442,221.090,142.640,
10/19/2016,14:14:59,33.4690070,-88.7614550,224.850,146.400,
10/19/2016,14:14:59,33.4690639,-88.7615628,228.770,150.319,
10/19/2016,14:15:00,33.4691066,-88.7616496,231.570,153.120,
10/19/2016,14:15:01,33.4691892,-88.7618343,235.380,156.930,
10/19/2016,14:15:01,33.4692316,-88.7619343,236.300,157.849,
10/19/2016,14:15:02,33.4692712,-88.7620344,236.430,157.980,
10/19/2016,14:15:02,33.4693007,-88.7621194,236.340,157.890,
10/19/2016,14:15:03,33.4693329,-88.7622239,236.010,157.560,
10/19/2016,14:15:03,33.4693568,-88.7623123,235.820,157.370,
10/19/2016,14:15:04,33.4693784,-88.7624017,235.640,157.190,
10/19/2016,14:15:05,33.4693977,-88.7624920,235.180,156.730,
10/19/2016,14:15:05,33.4694176,-88.7625996,234.370,155.920,
10/19/2016,14:15:06,33.4694318,-88.7626908,233.650,155.200,
10/19/2016,14:15:07,33.4694437,-88.7627816,232.900,154.450,
10/19/2016,14:15:07,33.4694553,-88.7628900,232.170,153.720,
10/19/2016,14:15:08,33.4694657,-88.7629966,231.940,153.489,
10/19/2016,14:15:08,33.4694737,-88.7630989,232.460,154.010,
10/19/2016,14:15:09,33.4694746,-88.7632244,234.060,155.610,
10/19/2016,14:15:09,33.4694703,-88.7633255,234.350,155.900,
10/19/2016,14:15:10,33.4694664,-88.7634265,234.180,155.730,
10/19/2016,14:15:11,33.4694635,-88.7635297,233.750,155.300,
10/19/2016,14:15:11,33.4694603,-88.7636354,233.380,154.930,
10/19/2016,14:15:12,33.4694576,-88.7637257,233.150,154.700,
10/19/2016,14:15:13,33.4694541,-88.7638310,232.420,153.970,
10/19/2016,14:15:13,33.4694494,-88.7639196,231.400,152.950,
10/19/2016,14:15:14,33.4694432,-88.7640238,230.420,151.970,
10/19/2016,14:15:14,33.4694380,-88.7641126,229.410,150.959,
10/19/2016,14:15:15,33.4694284,-88.7642023,228.700,150.250,
10/19/2016,14:15:16,33.4694127,-88.7643081,228.330,149.879,
10/19/2016,14:15:16,33.4693911,-88.7643964,228.650,150.200,
10/19/2016,14:15:17,33.4693640,-88.7644823,228.780,150.330,
10/19/2016,14:15:18,33.4693333,-88.7645674,228.870,150.420,
10/19/2016,14:15:18,33.4693062,-88.7646389,228.780,150.330,
10/19/2016,14:15:19,33.4692722,-88.7647238,228.690,150.239,
10/19/2016,14:15:19,33.4692382,-88.7648062,228.310,149.860,
10/19/2016,14:15:20,33.4692113,-88.7648713,228.370,149.920,
10/19/2016,14:15:20,33.4691848,-88.7649323,228.470,150.020,
10/19/2016,14:15:21,33.4691591,-88.7649920,228.230,149.780,
10/19/2016,14:15:22,33.4691347,-88.7650523,227.640,149.190,
10/19/2016,14:15:22,33.4691107,-88.7651137,226.970,148.520,
10/19/2016,14:15:23,33.4690853,-88.7651745,226.280,147.830,
10/19/2016,14:15:23,33.4690576,-88.7652328,226.530,148.080,
10/19/2016,14:15:24,33.4690296,-88.7652886,226.010,147.560,
10/19/2016,14:15:24,33.4689997,-88.7653421,225.410,146.959,
10/19/2016,14:15:25,33.4689632,-88.7654062,224.470,146.020,
10/19/2016,14:15:25,33.4689310,-88.7654595,223.830,145.379,
10/19/2016,14:15:26,33.4688913,-88.7655255,223.330,144.879,
10/19/2016,14:15:27,33.4688506,-88.7655917,223.400,144.950,
10/19/2016,14:15:28,33.4688161,-88.7656450,223.690,145.239,
10/19/2016,14:15:28,33.4687660,-88.7657160,223.920,145.470,
10/19/2016,14:15:29,33.4687223,-88.7657747,224.100,145.650,
10/19/2016,14:15:29,33.4686705,-88.7658400,224.330,145.879,
10/19/2016,14:15:30,33.4686112,-88.7659120,224.760,146.310,
10/19/2016,14:15:30,33.4685566,-88.7659718,224.920,146.470,
10/19/2016,14:15:31,33.4684993,-88.7660271,224.950,146.500,
10/19/2016,14:15:32,33.4684402,-88.7660798,225.080,146.629,
10/19/2016,14:15:32,33.4683890,-88.7661235,225.160,146.709,
10/19/2016,14:15:33,33.4683283,-88.7661736,225.160,146.709,
10/19/2016,14:15:33,33.4682747,-88.7662165,225.080,146.629,
10/19/2016,14:15:34,33.4682103,-88.7662664,225.080,146.629,
10/19/2016,14:15:35,33.4681539,-88.7663090,225.040,146.590,
10/19/2016,14:15:35,33.4680964,-88.7663520,224.930,146.480,
10/19/2016,14:15:36,33.4680374,-88.7663936,225.050,146.599,
10/19/2016,14:15:36,33.4679877,-88.7664254,225.430,146.980,
10/19/2016,14:15:37,33.4679278,-88.7664607,226.080,147.629,
10/19/2016,14:15:38,33.4678777,-88.7664889,226.460,148.010,
10/19/2016,14:15:38,33.4678183,-88.7665222,227.390,148.940,
10/19/2016,14:15:39,33.4677598,-88.7665558,228.320,149.870,
10/19/2016,14:15:39,33.4677116,-88.7665838,228.910,150.459,
10/19/2016,14:15:40,33.4676531,-88.7666176,229.480,151.030,
10/19/2016,14:15:41,33.4676033,-88.7666462,229.690,151.239,
10/19/2016,14:15:41,33.4675422,-88.7666802,229.980,151.530,
10/19/2016,14:15:42,33.4674796,-88.7667136,230.290,151.840,
10/19/2016,14:15:42,33.4674266,-88.7667394,230.370,151.920,
10/19/2016,14:15:43,33.4673613,-88.7667674,230.690,152.239,
10/19/2016,14:15:43,33.4672940,-88.7667921,230.690,152.239,
10/19/2016,14:15:44,33.4672238,-88.7668105,230.600,152.150,
10/19/2016,14:15:45,33.4671520,-88.7668235,230.690,152.239,
10/19/2016,14:15:45,33.4670815,-88.7668324,231.130,152.680,
10/19/2016,14:15:46,33.4670126,-88.7668421,231.690,153.239,
10/19/2016,14:15:46,33.4669454,-88.7668537,232.380,153.930,
10/19/2016,14:15:47,33.4668797,-88.7668633,232.560,154.110,
10/19/2016,14:15:47,33.4668149,-88.7668701,232.920,154.470,
10/19/2016,14:15:48,33.4667499,-88.7668762,233.330,154.879,
10/19/2016,14:15:49,33.4666837,-88.7668820,233.070,154.620,
10/19/2016,14:15:49,33.4666154,-88.7668861,233.100,154.650,
10/19/2016,14:15:50,33.4665467,-88.7668875,233.090,154.640,
10/19/2016,14:15:50,33.4664777,-88.7668876,232.310,153.860,
10/19/2016,14:15:51,33.4664062,-88.7668846,231.830,153.379,
10/19/2016,14:15:52,33.4663331,-88.7668791,231.740,153.290,
10/19/2016,14:15:53,33.4662612,-88.7668705,231.980,153.530,
10/19/2016,14:15:53,33.4661918,-88.7668585,232.050,153.599,
10/19/2016,14:15:53,33.4661244,-88.7668444,232.410,153.959,
10/19/2016,14:15:54,33.4660591,-88.7668291,232.710,154.260,
10/19/2016,14:15:55,33.4660066,-88.7668168,232.750,154.300,
10/19/2016,14:15:56,33.4659441,-88.7668015,232.730,154.280,
10/19/2016,14:15:56,33.4658812,-88.7667849,232.520,154.069,
10/19/2016,14:15:57,33.4658292,-88.7667695,232.270,153.819,
10/19/2016,14:15:57,33.4657666,-88.7667495,231.810,153.360,
10/19/2016,14:15:58,33.4657145,-88.7667302,231.640,153.190,
10/19/2016,14:15:58,33.4656533,-88.7667064,231.680,153.230,
10/19/2016,14:15:59,33.4655923,-88.7666843,231.710,153.260,
10/19/2016,14:16:00,33.4655411,-88.7666657,231.720,153.269,
10/19/2016,14:16:00,33.4654787,-88.7666422,231.930,153.480,
10/19/2016,14:16:00,33.4654161,-88.7666166,232.110,153.660,
10/19/2016,14:16:01,33.4653537,-88.7665876,232.480,154.030,
10/19/2016,14:16:02,33.4652934,-88.7665546,233.050,154.599,
10/19/2016,14:16:02,33.4652359,-88.7665172,233.500,155.050,
10/19/2016,14:16:03,33.4651806,-88.7664779,233.710,155.260,
10/19/2016,14:16:03,33.4651257,-88.7664364,233.750,155.300,
10/19/2016,14:16:04,33.4650703,-88.7663933,232.830,154.379,
10/19/2016,14:16:05,33.4650150,-88.7663504,232.070,153.620,
10/19/2016,14:16:05,33.4649601,-88.7663077,231.720,153.269,
10/19/2016,14:16:06,33.4649063,-88.7662647,231.370,152.920,
10/19/2016,14:16:06,33.4648533,-88.7662203,231.220,152.769,
10/19/2016,14:16:07,33.4648093,-88.7661831,231.320,152.870,
10/19/2016,14:16:07,33.4647555,-88.7661404,231.230,152.780,
10/19/2016,14:16:08,33.4647012,-88.7660974,231.560,153.110,
10/19/2016,14:16:09,33.4646146,-88.7660211,232.600,154.150,
10/19/2016,14:16:10,33.4645738,-88.7659795,233.070,154.620,
10/19/2016,14:16:11,33.4645257,-88.7659266,233.330,154.879,
10/19/2016,14:16:11,33.4644860,-88.7658794,233.150,154.700,
10/19/2016,14:16:12,33.4644381,-88.7658181,232.760,154.310,
10/19/2016,14:16:13,33.4643908,-88.7657507,232.130,153.680,
10/19/2016,14:16:13,33.4643447,-88.7656795,231.600,153.150,
10/19/2016,14:16:14,33.4642992,-88.7656078,231.610,153.160,
10/19/2016,14:16:14,33.4642461,-88.7655214,231.430,152.980,
10/19/2016,14:16:14,33.4641941,-88.7654315,231.220,152.769,
10/19/2016,14:16:15,33.4641347,-88.7653261,231.210,152.760,
10/19/2016,14:16:16,33.4640832,-88.7652301,231.520,153.069,
10/19/2016,14:16:16,33.4640343,-88.7651322,231.660,153.209,
10/19/2016,14:16:17,33.4639887,-88.7650343,231.940,153.489,
10/19/2016,14:16:18,33.4639459,-88.7649414,232.540,154.090,
10/19/2016,14:16:19,33.4639117,-88.7648650,232.820,154.370,
10/19/2016,14:16:19,33.4638775,-88.7647716,233.020,154.569,
10/19/2016,14:16:20,33.4638523,-88.7646892,232.890,154.440,
10/19/2016,14:16:21,33.4638276,-88.7646084,232.380,153.930,
10/19/2016,14:16:21,33.4637982,-88.7645108,231.350,152.900,
10/19/2016,14:16:22,33.4637745,-88.7644210,229.990,151.540,
10/19/2016,14:16:22,33.4637515,-88.7643242,229.500,151.050,
